months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,zip_code,policyholder_gender,policyholder_occupation_sector,date_of_loss,loss_type,loss_location_address,loss_location_city,loss_location_state,time_of_loss,claim_amount,vehicle_year,vehicle_make,vehicle_model,vehicle_weight,previous_losses
84,50,9157575,GA,250/500,500,700.48,0,31401,Male,Transportation,2024-12-18,Rear-end,2468 Elm St,Savannah,GA,16:36,4177.58,2020,Jeep,Grand Cherokee,4800,No
107,47,9217417,AL,500/1000,500,681.48,0,35203,Male,Healthcare,2024-06-12,Single vehicle,7141 Pine St,Birmingham,AL,21:26,2766.74,2017,Toyota,RAV4,3600,No
44,39,7735294,ME,250/500,500,1033.21,0,04101,Male,Transportation,,,,,,,,2020,Ford,Escape,3500,No
13,76,7242318,KY,250/500,500,1213.37,0,40507,Female,Manufacturing,2025-10-10,Intersection,1963 Oak St,Lexington,KY,00:08,4686.24,2012,Subaru,Outback,3600,No
14,49,1708150,NC,250/500,500,968.54,0,27601,Female,Education,2023-03-11,Single vehicle,6126 Pine St,Raleigh,NC,18:17,8719.49,2022,Hyundai,Elantra,2800,No
45,36,6231766,OH,500/1000,1000,691.02,0,44114,Female,Hospitality,,,,,,,,2024,Chevrolet,Silverado,4800,No
21,71,3049643,MI,500/1000,500,878.17,0,48201,Female,Technology,,,,,,,,2015,Kia,Sorento,4100,No
40,27,3064833,NH,500/1000,500,502.07,0,03301,Male,Education,2022-04-30,Rear-end,7793 Elm St,Concord,NH,17:20,5086.5,2012,Volkswagen,Jetta,3000,No
53,65,4045028,NH,250/500,1000,929.71,2000000,03301,Female,Manufacturing,2020-11-04,Intersection,9017 Pine St,Concord,NH,01:46,608.69,2017,Chevrolet,Equinox,3700,No
25,57,8172980,IL,250/500,500,544.11,1000000,60505,Male,Retail,,,,,,,,2008,Nissan,Altima,3200,No
16,49,5653234,AL,250/500,1000,691.38,0,35801,Male,Technology,2024-02-27,Intersection,5813 Elm St,Huntsville,AL,13:54,5780.5,2014,Jeep,Cherokee,4200,No
79,74,1284771,NC,250/500,1000,849.54,0,27601,Male,Healthcare,,,,,,,,2012,Nissan,Altima,3200,No
167,17,6591709,MI,250/500,500,798.81,1000000,48201,Male,Healthcare,2021-08-03,Theft,7444 Oak St,Detroit,MI,00:39,2640.36,2018,Chevrolet,Equinox,3700,No
25,64,9275597,MI,500/1000,500,1236.17,1000000,49503,Male,Technology,,,,,,,,2023,Kia,Sportage,3500,No
130,17,9962640,WI,250/500,1000,1050.39,2000000,53703,Male,Healthcare,,,,,,,,2016,Hyundai,Elantra,2800,No
64,71,3586876,MI,250/500,1000,875.87,1000000,48201,Female,Transportation,,,,,,,,2024,Honda,Accord,3300,Yes
19,51,3608520,TN,250/500,1000,771.17,2000000,37203,Male,Healthcare,,,,,,,,2019,Ford,F-150,4600,No
56,56,6216449,NH,250/500,500,673.43,0,03301,Male,Retail,,,,,,,,2022,Ford,Explorer,4300,No
41,39,6917862,NC,500/1000,500,837.28,0,28202,Female,Retail,2022-10-31,Vandalism,5858 Oak St,Charlotte,NC,14:21,40750.09,2014,Ford,Explorer,4300,No
20,69,8321003,GA,500/1000,500,770.35,0,30303,Female,Hospitality,2020-09-29,Vandalism,8157 Oak St,Atlanta,GA,19:18,6866.67,2018,Honda,Civic,2900,No
170,65,9555781,AL,250/500,500,450.0,0,35801,Male,Technology,,,,,,,,2018,Hyundai,Santa Fe,3900,No
27,53,2879029,NH,250/500,1000,765.12,2000000,03101,Female,Healthcare,,,,,,,,2016,Ford,Explorer,4300,No
96,72,2565235,OH,250/500,1000,503.57,0,44114,Male,Education,2024-01-10,Single vehicle,9370 Maple St,Cleveland,OH,00:57,5411.58,2019,Toyota,RAV4,3600,No
129,42,8264647,GA,250/500,500,450.0,1000000,30303,Male,Education,,,,,,,,2012,Kia,Sorento,4100,Yes
300,56,3426679,WI,250/500,500,574.51,0,53202,Male,Education,2021-03-24,Vandalism,1467 Elm St,Milwaukee,WI,20:42,818.59,2008,Honda,CR-V,3700,No
118,23,3085055,NC,500/1000,500,849.03,0,27601,Female,Finance,2025-03-16,Theft,9534 Elm St,Raleigh,NC,14:23,4253.57,2021,Tesla,Model Y,4400,Yes
24,24,4320176,KY,500/1000,1000,1051.75,0,40507,Male,Education,,,,,,,,2015,Toyota,Corolla,3000,Yes
76,25,3171896,VA,500/1000,500,955.52,0,23510,Male,Finance,,,,,,,,2016,Volkswagen,Jetta,3000,No
88,42,6490871,SC,500/1000,1000,450.0,1000000,29401,Male,Hospitality,,,,,,,,2013,Honda,Civic,2900,No
92,40,6177103,KY,250/500,1000,732.81,0,40202,Female,Transportation,,,,,,,,2020,Ford,F-150,4600,Yes
33,22,3174038,AL,500/1000,500,876.33,0,35801,Male,Healthcare,,,,,,,,2012,Jeep,Grand Cherokee,4800,No
32,24,2323028,TN,500/1000,500,770.0,0,37203,Male,Technology,,,,,,,,2012,Hyundai,Santa Fe,3900,No
20,36,4384606,KY,250/500,500,544.46,0,40507,Female,Finance,2020-07-14,Single vehicle,7507 Pine St,Lexington,KY,16:37,1903.29,2017,Jeep,Cherokee,4200,No
17,50,4587304,MI,250/500,1000,731.08,0,48201,Male,Manufacturing,2020-08-01,Single vehicle,9534 Maple St,Detroit,MI,18:09,3427.24,2020,Ford,Explorer,4300,No
1,39,3900831,KY,500/1000,500,1019.26,0,40202,Female,Retail,,,,,,,,2012,Tesla,Model 3,3600,No
37,42,2290909,SC,250/500,500,638.53,0,29201,Female,Healthcare,2024-04-07,Single vehicle,8795 Elm St,Columbia,SC,04:04,4969.83,2016,Ford,Explorer,4300,Yes
31,45,3342728,IL,250/500,500,450.0,1000000,60601,Male,Finance,,,,,,,,2016,Ford,Explorer,4300,Yes
6,32,5985922,IN,250/500,500,990.84,0,46204,Male,Technology,,,,,,,,2015,Chevrolet,Silverado,4800,No
75,63,3663802,IN,250/500,500,602.26,1000000,46802,Female,Finance,,,,,,,,2018,Ford,Escape,3500,No
93,32,6901842,TN,500/1000,1000,626.82,0,37902,Male,Manufacturing,2025-03-04,Animal,2033 Maple St,Knoxville,TN,14:44,6889.23,2024,Volkswagen,Tiguan,3800,Yes
25,37,8409863,VA,250/500,1000,1114.13,0,23510,Male,Technology,2024-03-02,Rear-end,7877 Oak St,Norfolk,VA,21:37,6048.38,2024,Honda,Accord,3300,Yes
42,35,7021039,IL,250/500,1000,809.97,0,60601,Male,Education,2022-04-12,Single vehicle,2075 Pine St,Chicago,IL,12:22,3999.2,2012,Toyota,RAV4,3600,No
14,42,7895132,AL,250/500,500,708.83,1000000,35801,Female,Transportation,2024-10-17,Intersection,8626 Oak St,Huntsville,AL,23:36,5970.17,2010,Tesla,Model 3,3600,Yes
64,38,4916901,VA,500/1000,500,712.65,1000000,23219,Male,Finance,,,,,,,,2011,Tesla,Model 3,3600,Yes
14,55,8125001,KY,500/1000,500,903.85,0,40507,Male,Technology,,,,,,,,2018,Chevrolet,Silverado,4800,No
175,38,4084159,KY,500/1000,1000,450.0,2000000,40202,Male,Retail,,,,,,,,2015,Ford,Explorer,4300,No
12,81,1545302,TN,250/500,1000,771.91,0,37902,Male,Retail,,,,,,,,2010,Hyundai,Santa Fe,3900,No
110,49,9479046,NC,250/500,500,680.38,0,28202,Male,Technology,2022-06-05,Animal,8702 Maple St,Charlotte,NC,00:49,4873.06,2014,Hyundai,Elantra,2800,No
92,43,3750043,ME,250/500,1000,967.39,0,04401,Male,Hospitality,,,,,,,,2018,Toyota,Camry,3300,No
18,40,6625514,OH,250/500,1000,556.57,0,43215,Male,Finance,,,,,,,,2014,Kia,Sorento,4100,No
69,29,8297951,TN,500/1000,1000,698.39,0,37902,Male,Retail,,,,,,,,2019,Ford,F-150,4600,No
19,38,4644674,IN,250/500,500,565.64,0,46204,Male,Technology,,,,,,,,2019,Volkswagen,Jetta,3000,Yes
20,37,2260002,VA,250/500,1000,675.67,0,23510,Female,Education,,,,,,,,2014,Toyota,RAV4,3600,No
138,28,7604002,KY,250/500,500,450.0,0,40202,Male,Education,2024-09-27,Theft,4026 Elm St,Louisville,KY,05:38,11534.9,2016,Ford,Escape,3500,No
60,38,9900480,TN,250/500,1000,824.63,0,37203,Female,Education,2023-04-05,Animal,3071 Maple St,Nashville,TN,19:22,3529.89,2019,Volkswagen,Tiguan,3800,No
26,46,1299365,ME,250/500,1000,1085.0,0,04401,Male,Hospitality,,,,,,,,2014,Honda,Civic,2900,No
3,38,1439536,IL,250/500,500,932.46,0,60505,Male,Hospitality,,,,,,,,2018,Tesla,Model Y,4400,No
33,42,1216675,NH,250/500,500,915.74,2000000,03101,Female,Manufacturing,2022-05-15,Theft,6845 Maple St,Manchester,NH,18:27,20652.37,2024,Toyota,Corolla,3000,No
19,41,1351037,IN,250/500,1000,795.6,0,46802,Male,Healthcare,,,,,,,,2018,Hyundai,Santa Fe,3900,No
61,41,9740791,TN,250/500,500,578.09,0,37902,Female,Manufacturing,,,,,,,,2016,Kia,Sorento,4100,No
1,57,5530811,NH,250/500,500,765.49,0,03101,Female,Manufacturing,,,,,,,,2018,Volkswagen,Tiguan,3800,No
120,39,5376393,ME,500/1000,1000,792.09,0,04401,Male,Education,,,,,,,,2017,Subaru,Forester,3500,No
34,23,5457674,IN,250/500,500,1227.06,0,46802,Female,Hospitality,,,,,,,,2017,Volkswagen,Jetta,3000,Yes
34,33,8324333,OH,250/500,500,893.4,0,43215,Male,Technology,,,,,,,,2024,Jeep,Grand Cherokee,4800,No
17,60,1928420,VT,500/1000,1000,747.72,0,05602,Male,Technology,,,,,,,,2016,Toyota,Camry,3300,No
153,50,1808512,WI,250/500,1000,848.46,0,53202,Male,Hospitality,2023-07-01,Single vehicle,5135 Maple St,Milwaukee,WI,06:44,4367.82,2017,Volkswagen,Jetta,3000,No
29,62,7723940,OH,250/500,500,621.05,0,44114,Female,Education,,,,,,,,2008,Ford,Explorer,4300,No
24,24,6683100,IN,500/1000,1000,853.33,0,46802,Male,Education,2021-01-25,Theft,4471 Elm St,Fort Wayne,IN,08:11,2524.5,2015,Honda,Accord,3300,No
19,45,1141648,KY,250/500,500,724.82,0,40507,Female,Education,2020-12-06,Intersection,2986 Oak St,Lexington,KY,01:43,400.0,2021,Kia,Sorento,4100,Yes
75,57,8945702,IL,250/500,1000,786.95,2000000,60505,Male,Retail,2024-09-16,Theft,4364 Oak St,Aurora,IL,04:14,14031.92,2020,Toyota,RAV4,3600,No
4,60,6622063,GA,500/1000,500,1042.22,1000000,30303,Female,Transportation,,,,,,,,2022,Tesla,Model 3,3600,No
7,70,1307412,OH,500/1000,500,1231.19,0,44114,Female,Finance,,,,,,,,2020,Honda,Civic,2900,No
149,48,1380863,TN,500/1000,1000,764.88,1000000,37902,Male,Transportation,2025-05-21,Theft,8081 Pine St,Knoxville,TN,17:21,1409.61,2016,Subaru,Outback,3600,No
46,19,6533078,VT,500/1000,1000,1482.17,0,05602,Female,Manufacturing,2023-04-02,Single vehicle,1009 Pine St,Montpelier,VT,16:34,3054.22,2023,Hyundai,Elantra,2800,No
40,52,3443574,VA,250/500,1000,558.16,0,23219,Male,Education,,,,,,,,2015,Subaru,Outback,3600,Yes
17,58,3234997,SC,250/500,1000,450.0,0,29401,Female,Education,,,,,,,,2011,Honda,Civic,2900,No
300,47,2315465,KY,250/500,500,450.0,0,40202,Male,Manufacturing,,,,,,,,2013,Subaru,Forester,3500,No
183,63,1673320,TN,250/500,1000,755.39,2000000,37203,Female,Technology,,,,,,,,2016,Ford,F-150,4600,No
9,22,4310590,AL,250/500,500,810.16,0,35801,Male,Manufacturing,,,,,,,,2011,Hyundai,Elantra,2800,Yes
73,30,4025699,NH,250/500,500,1025.76,0,03301,Female,Finance,2021-04-11,Rear-end,4063 Elm St,Concord,NH,17:23,667.57,2015,Kia,Sorento,4100,No
1,46,3466189,NC,250/500,500,711.21,1000000,28202,Female,Retail,,,,,,,,2014,Honda,Accord,3300,Yes
31,44,8981832,OH,250/500,500,1077.0,0,43215,Female,Manufacturing,2025-01-18,Rear-end,3450 Elm St,Columbus,OH,08:49,7243.16,2024,Hyundai,Elantra,2800,Yes
6,65,2114015,IL,250/500,1000,1071.34,0,60505,Female,Education,2025-03-01,Animal,292 Pine St,Aurora,IL,22:22,2048.69,2022,Volkswagen,Jetta,3000,No
24,42,5260255,MI,500/1000,1000,651.97,0,48201,Female,Transportation,,,,,,,,2014,Nissan,Rogue,3600,Yes
33,29,2485397,IN,250/500,1000,1054.96,2000000,46204,Male,Manufacturing,,,,,,,,2023,Tesla,Model Y,4400,No
58,65,1444721,TN,500/1000,500,798.24,0,37902,Male,Manufacturing,,,,,,,,2012,Toyota,Corolla,3000,Yes
2,23,4014342,NH,500/1000,500,884.29,0,03101,Female,Healthcare,,,,,,,,2015,Kia,Sportage,3500,Yes
77,55,4843676,IL,250/500,1000,450.0,2000000,60601,Male,Transportation,,,,,,,,2021,Jeep,Grand Cherokee,4800,No
58,82,6398273,SC,250/500,500,929.66,0,29401,Female,Education,,,,,,,,2017,Subaru,Outback,3600,No
130,29,8803366,TN,250/500,500,485.75,0,37203,Female,Technology,,,,,,,,2020,Nissan,Rogue,3600,No
40,46,8303417,NH,250/500,500,562.03,0,03301,Female,Transportation,2023-05-29,Animal,4760 Maple St,Concord,NH,19:09,2662.46,2019,Volkswagen,Tiguan,3800,No
129,55,9121191,NH,500/1000,500,450.0,2000000,03101,Female,Manufacturing,,,,,,,,2014,Nissan,Rogue,3600,No
29,56,5068050,NC,250/500,500,1156.55,0,27601,Male,Transportation,,,,,,,,2022,Jeep,Grand Cherokee,4800,No
41,43,3179481,SC,250/500,500,770.65,1000000,29201,Male,Transportation,,,,,,,,2013,Subaru,Forester,3500,No
63,50,8892616,TN,250/500,500,496.54,0,37203,Female,Technology,,,,,,,,2010,Chevrolet,Silverado,4800,No
271,41,4240171,SC,250/500,500,594.74,0,29401,Female,Technology,,,,,,,,2014,Kia,Sorento,4100,No
19,80,1351820,NH,500/1000,500,1219.58,0,03301,Male,Transportation,,,,,,,,2014,Chevrolet,Silverado,4800,No
69,28,1380200,GA,500/1000,1000,802.77,0,30303,Female,Technology,,,,,,,,2016,Tesla,Model Y,4400,No
15,47,7584354,IL,250/500,500,1125.86,0,60505,Male,Technology,,,,,,,,2019,Ford,Escape,3500,No
40,52,1296809,VA,250/500,1000,679.14,0,23510,Female,Hospitality,,,,,,,,2011,Toyota,Corolla,3000,No
71,43,3859782,IN,500/1000,500,730.57,1000000,46204,Female,Education,,,,,,,,2020,Nissan,Rogue,3600,Yes
46,23,4464044,ME,250/500,500,909.01,0,04401,Female,Hospitality,2023-09-29,Vandalism,818 Elm St,Bangor,ME,01:49,3136.16,2020,Ford,Explorer,4300,Yes
29,45,6371674,TN,500/1000,500,866.75,0,37203,Female,Manufacturing,,,,,,,,2018,Nissan,Altima,3200,Yes
25,80,3648908,NH,500/1000,500,557.14,0,03301,Male,Healthcare,,,,,,,,2018,Chevrolet,Silverado,4800,No
2,45,4530166,ME,250/500,500,765.05,2000000,04401,Male,Retail,,,,,,,,2013,Nissan,Rogue,3600,Yes
153,17,8624321,NC,250/500,500,1030.34,0,27601,Male,Education,,,,,,,,2023,Chevrolet,Malibu,3400,Yes
90,17,3842687,TN,250/500,500,702.2,0,37203,Male,Retail,,,,,,,,2012,Tesla,Model Y,4400,No
59,41,9300686,TN,250/500,500,804.28,1000000,37902,Male,Manufacturing,2022-06-11,Intersection,4332 Elm St,Knoxville,TN,04:08,11541.98,2014,Chevrolet,Equinox,3700,Yes
1,48,6108417,TN,250/500,500,777.85,0,37902,Female,Manufacturing,,,,,,,,2007,Jeep,Grand Cherokee,4800,Yes
28,41,3001646,NC,250/500,500,450.0,0,27601,Female,Education,2024-12-10,Animal,4303 Oak St,Raleigh,NC,12:23,5364.44,2013,Honda,Civic,2900,No
40,58,5199914,TN,250/500,500,559.18,2000000,37203,Female,Finance,,,,,,,,2021,Jeep,Grand Cherokee,4800,Yes
127,46,6391782,VT,250/500,1000,450.0,0,05401,Male,Transportation,2021-11-26,Intersection,7088 Oak St,Burlington,VT,14:55,4340.48,2016,Tesla,Model Y,4400,No
84,50,5194967,KY,500/1000,1000,762.66,2000000,40507,Male,Education,2022-07-10,Rear-end,9778 Elm St,Lexington,KY,05:07,5336.61,2019,Toyota,RAV4,3600,Yes
203,54,6444527,OH,500/1000,1000,599.38,1000000,44114,Male,Transportation,2022-07-04,Animal,8309 Oak St,Cleveland,OH,12:21,1645.27,2020,Nissan,Altima,3200,No
125,20,7050738,NC,250/500,500,690.85,0,28202,Female,Technology,2024-08-31,Single vehicle,3910 Maple St,Charlotte,NC,02:04,6909.17,2013,Jeep,Grand Cherokee,4800,Yes
16,36,2644750,OH,250/500,1000,1302.16,0,43215,Male,Healthcare,,,,,,,,2013,Kia,Sportage,3500,No
65,69,2475485,AL,250/500,500,954.5,0,35203,Female,Healthcare,2020-02-09,Theft,2714 Maple St,Birmingham,AL,13:59,1075.42,2015,Volkswagen,Jetta,3000,Yes
1,48,6862456,KY,500/1000,1000,714.9,0,40507,Female,Transportation,2020-08-27,Rear-end,680 Oak St,Lexington,KY,06:48,9135.72,2021,Chevrolet,Silverado,4800,Yes
17,55,7328811,MI,500/1000,1000,961.35,1000000,49503,Female,Education,,,,,,,,2023,Tesla,Model Y,4400,No
16,52,4489549,IL,250/500,1000,612.78,2000000,60601,Female,Finance,,,,,,,,2017,Ford,Escape,3500,No
83,56,4701325,MI,250/500,500,744.77,0,49503,Male,Manufacturing,,,,,,,,2016,Subaru,Forester,3500,No
125,19,4220792,WI,250/500,500,765.73,0,53202,Male,Technology,,,,,,,,2019,Subaru,Forester,3500,No
149,21,2880012,WI,250/500,500,814.67,0,53703,Female,Technology,2025-03-15,Rear-end,8335 Maple St,Madison,WI,11:41,6830.7,2014,Toyota,Camry,3300,No
103,67,6583798,IL,250/500,1000,826.38,0,60505,Male,Technology,,,,,,,,2023,Volkswagen,Jetta,3000,Yes
14,56,8261678,WI,250/500,500,822.54,0,53703,Male,Hospitality,2022-10-23,Vandalism,8058 Oak St,Madison,WI,18:17,6545.69,2023,Hyundai,Elantra,2800,Yes
48,36,6679440,ME,250/500,500,665.5,0,04101,Female,Transportation,,,,,,,,2020,Subaru,Outback,3600,Yes
58,48,1045528,NH,500/1000,500,706.96,2000000,03301,Female,Technology,,,,,,,,2020,Volkswagen,Jetta,3000,No
66,51,9433611,MI,250/500,1000,767.74,0,48201,Female,Retail,,,,,,,,2024,Kia,Sorento,4100,Yes
19,37,6985099,NH,500/1000,500,461.59,2000000,03301,Female,Education,2025-02-09,Theft,4851 Oak St,Concord,NH,12:51,5163.87,2019,Ford,F-150,4600,Yes
300,39,7079319,NC,250/500,1000,929.18,0,27601,Female,Healthcare,2024-02-15,Intersection,3923 Maple St,Raleigh,NC,20:36,4142.92,2016,Toyota,RAV4,3600,No
16,44,4575538,GA,500/1000,1000,802.18,1000000,31401,Male,Healthcare,,,,,,,,2018,Chevrolet,Silverado,4800,Yes
11,43,7585182,VT,250/500,500,495.46,0,05401,Female,Retail,,,,,,,,2018,Nissan,Altima,3200,No
15,27,3870057,SC,250/500,1000,710.28,0,29201,Male,Finance,,,,,,,,2024,Ford,Explorer,4300,Yes
96,40,5420010,SC,250/500,500,464.05,0,29201,Female,Manufacturing,,,,,,,,2012,Chevrolet,Equinox,3700,Yes
50,50,6498205,GA,250/500,1000,1044.24,0,30303,Female,Hospitality,,,,,,,,2022,Toyota,Camry,3300,No
26,55,9284734,IL,250/500,1000,478.63,0,60601,Male,Education,,,,,,,,2019,Toyota,Camry,3300,Yes
104,24,6433263,TN,250/500,1000,820.81,0,37203,Female,Transportation,,,,,,,,2014,Chevrolet,Equinox,3700,Yes
7,32,6829470,MI,250/500,500,827.21,0,48201,Male,Hospitality,,,,,,,,2023,Honda,CR-V,3700,No
14,26,5283910,SC,500/1000,500,1033.13,0,29201,Female,Manufacturing,,,,,,,,2023,Nissan,Rogue,3600,No
25,24,2155616,NH,500/1000,500,1145.42,1000000,03301,Male,Manufacturing,,,,,,,,2019,Tesla,Model Y,4400,Yes
45,48,7324974,NH,250/500,500,695.23,0,03101,Female,Hospitality,2023-06-13,Intersection,7724 Elm St,Manchester,NH,11:46,7071.98,2012,Toyota,RAV4,3600,No
99,54,9265216,VA,250/500,1000,730.95,0,23219,Male,Healthcare,,,,,,,,2019,Volkswagen,Jetta,3000,No
5,47,2993169,IL,500/1000,500,734.71,0,60601,Male,Retail,,,,,,,,2019,Kia,Sorento,4100,Yes
164,52,6393496,SC,250/500,500,1042.81,0,29401,Female,Finance,2025-06-09,Rear-end,3173 Elm St,Charleston,SC,21:29,4264.41,2015,Toyota,Camry,3300,No
12,50,8597000,NH,500/1000,500,949.39,1000000,03301,Female,Finance,,,,,,,,2016,Chevrolet,Equinox,3700,No
94,52,3432478,VA,250/500,1000,841.89,1000000,23219,Male,Healthcare,,,,,,,,2019,Honda,CR-V,3700,No
1,37,3870571,VT,500/1000,500,766.27,0,05602,Male,Hospitality,,,,,,,,2015,Ford,Escape,3500,No
30,50,7825797,VA,500/1000,500,838.55,0,23219,Female,Technology,,,,,,,,2019,Chevrolet,Malibu,3400,No
37,50,4110769,VA,250/500,500,641.43,0,23219,Male,Education,,,,,,,,2018,Chevrolet,Equinox,3700,No
11,44,3334495,MI,250/500,500,654.49,1000000,49503,Male,Transportation,2020-03-10,Theft,1436 Elm St,Grand Rapids,MI,16:44,7044.08,2024,Kia,Sorento,4100,Yes
3,46,2675248,GA,250/500,500,1004.39,0,30303,Male,Hospitality,,,,,,,,2017,Volkswagen,Jetta,3000,No
50,59,6289327,KY,500/1000,500,528.91,1000000,40202,Female,Finance,,,,,,,,2017,Ford,Escape,3500,No
94,52,6381595,AL,500/1000,500,729.34,1000000,35203,Female,Hospitality,,,,,,,,2021,Toyota,Corolla,3000,No
9,56,8534158,KY,250/500,500,653.96,0,40507,Female,Transportation,2022-12-21,Animal,6530 Elm St,Lexington,KY,11:21,18562.59,2020,Toyota,RAV4,3600,Yes
118,52,1255799,SC,500/1000,500,455.73,1000000,29201,Male,Transportation,,,,,,,,2007,Hyundai,Elantra,2800,No
39,28,6000329,KY,500/1000,500,1117.3,0,40507,Male,Transportation,2021-07-15,Vandalism,3377 Elm St,Lexington,KY,00:02,19850.83,2022,Chevrolet,Equinox,3700,No
68,50,1694221,OH,250/500,500,863.05,0,43215,Male,Retail,2022-01-02,Rear-end,6118 Oak St,Columbus,OH,07:03,1025.0,2013,Nissan,Rogue,3600,Yes
15,52,2248202,WI,250/500,500,906.71,2000000,53703,Male,Healthcare,,,,,,,,2021,Hyundai,Elantra,2800,Yes
7,36,7647097,WI,250/500,1000,757.1,0,53703,Female,Hospitality,,,,,,,,2014,Chevrolet,Equinox,3700,No
12,36,3783678,WI,250/500,1000,830.63,2000000,53202,Male,Education,,,,,,,,2019,Nissan,Rogue,3600,No
16,17,3736903,TN,250/500,500,786.8,1000000,37902,Female,Technology,,,,,,,,2018,Ford,Explorer,4300,No
3,54,1901684,KY,250/500,500,732.61,2000000,40202,Female,Retail,,,,,,,,2016,Honda,CR-V,3700,No
47,65,1456376,KY,500/1000,500,845.09,0,40507,Male,Technology,2020-10-03,Intersection,1530 Pine St,Lexington,KY,19:29,1588.78,2023,Chevrolet,Silverado,4800,Yes
2,66,7293034,OH,250/500,1000,843.62,1000000,44114,Female,Manufacturing,2020-12-05,Vandalism,4202 Elm St,Cleveland,OH,05:35,1586.94,2017,Jeep,Grand Cherokee,4800,No
90,58,8176129,VA,250/500,1000,687.47,0,23510,Male,Hospitality,,,,,,,,2016,Subaru,Forester,3500,Yes
100,74,4325553,GA,250/500,1000,902.89,1000000,31401,Male,Retail,2024-08-10,Rear-end,2092 Maple St,Savannah,GA,05:58,3956.18,2008,Tesla,Model 3,3600,Yes
110,27,3496079,OH,500/1000,500,578.4,0,43215,Female,Technology,,,,,,,,2016,Jeep,Cherokee,4200,No
58,83,5068365,VA,250/500,500,846.53,1000000,23219,Female,Retail,2022-01-08,Animal,6313 Maple St,Richmond,VA,12:05,1860.62,2015,Toyota,RAV4,3600,No
10,52,2012194,MI,250/500,1000,694.71,0,49503,Female,Education,,,,,,,,2016,Subaru,Outback,3600,Yes
207,52,4987216,VA,500/1000,1000,823.88,0,23219,Female,Technology,2025-08-23,Theft,9253 Oak St,Richmond,VA,09:54,439.37,2024,Tesla,Model Y,4400,No
1,35,9762449,MI,250/500,500,450.0,2000000,48201,Female,Technology,2023-02-27,Single vehicle,506 Oak St,Detroit,MI,13:37,2049.27,2012,Chevrolet,Malibu,3400,No
27,52,2514414,IN,500/1000,500,1257.82,1000000,46802,Male,Transportation,,,,,,,,2019,Honda,Accord,3300,No
144,45,9323171,SC,250/500,500,450.0,0,29201,Female,Technology,2025-07-30,Vandalism,4121 Maple St,Columbia,SC,09:04,10381.44,2018,Ford,Explorer,4300,Yes
48,47,1309604,OH,250/500,1000,587.47,1000000,44114,Male,Education,,,,,,,,2016,Ford,Escape,3500,No
136,44,1514026,WI,500/1000,500,558.74,0,53703,Female,Technology,,,,,,,,2018,Volkswagen,Jetta,3000,No
6,40,9507690,NC,500/1000,500,764.34,0,27601,Female,Education,,,,,,,,2021,Toyota,RAV4,3600,No
173,19,9515642,IN,250/500,500,761.24,2000000,46204,Female,Education,,,,,,,,2013,Chevrolet,Equinox,3700,No
43,84,9197914,ME,500/1000,1000,790.95,0,04401,Female,Hospitality,,,,,,,,2020,Nissan,Altima,3200,No
26,37,3212240,MI,250/500,500,636.56,0,49503,Male,Hospitality,,,,,,,,2019,Jeep,Grand Cherokee,4800,Yes
45,30,3935579,ME,500/1000,500,957.9,0,04101,Male,Finance,,,,,,,,2019,Kia,Sportage,3500,No
2,71,8244484,KY,250/500,1000,830.34,0,40202,Male,Hospitality,,,,,,,,2018,Kia,Sportage,3500,Yes
14,27,5415377,AL,500/1000,1000,556.25,0,35203,Male,Manufacturing,2024-04-18,Animal,686 Pine St,Birmingham,AL,22:41,4639.7,2018,Chevrolet,Silverado,4800,Yes
1,39,3434200,VT,250/500,1000,995.68,0,05602,Female,Manufacturing,2020-03-17,Theft,6067 Pine St,Montpelier,VT,00:41,8365.33,2020,Tesla,Model Y,4400,No
288,28,2610851,MI,250/500,1000,533.14,0,49503,Male,Technology,2023-10-15,Vandalism,2829 Elm St,Grand Rapids,MI,18:23,3090.67,2014,Subaru,Outback,3600,No
64,17,2151476,TN,250/500,1000,852.13,1000000,37902,Male,Education,,,,,,,,2014,Honda,Civic,2900,No
4,51,1426315,VT,250/500,1000,1204.15,0,05602,Male,Manufacturing,,,,,,,,2016,Kia,Sportage,3500,No
13,68,8525920,GA,250/500,500,571.66,1000000,31401,Female,Hospitality,,,,,,,,2013,Kia,Sportage,3500,No
6,62,1630622,WI,500/1000,500,736.27,0,53703,Female,Retail,,,,,,,,2014,Chevrolet,Malibu,3400,Yes
60,28,5623765,WI,250/500,500,484.11,1000000,53703,Male,Technology,2023-04-01,Single vehicle,1110 Oak St,Madison,WI,07:51,1606.02,2019,Jeep,Cherokee,4200,Yes
12,67,8815437,ME,250/500,500,660.15,0,04401,Female,Hospitality,,,,,,,,2016,Chevrolet,Silverado,4800,No
6,45,4053897,VA,250/500,500,543.03,1000000,23510,Male,Retail,,,,,,,,2016,Ford,F-150,4600,No
64,54,8565011,NH,250/500,1000,799.51,0,03301,Female,Retail,,,,,,,,2017,Tesla,Model Y,4400,Yes
