months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,zip_code,policyholder_gender,policyholder_occupation_sector,date_of_loss,loss_type,loss_location_address,loss_location_city,loss_location_state,time_of_loss,claim_amount,vehicle_year,vehicle_make,vehicle_model,vehicle_weight,previous_losses
3,17,1893852,VT,250/500,500,863.67,2000000,05602,Male,Manufacturing,2025-02-12,Animal,6647 Oak St,Montpelier,VT,18:06,6479.78,2018,Tesla,Model 3,3600,No
59,29,9924981,AL,250/500,500,926.43,0,35203,Male,Retail,2025-06-20,Theft,5158 Maple St,Birmingham,AL,17:28,2850.38,2017,Subaru,Outback,3600,No
16,55,4573147,ME,500/1000,500,967.41,0,04401,Female,Healthcare,2021-10-11,Theft,6955 Pine St,Bangor,ME,06:50,4077.78,2018,Hyundai,Elantra,2800,No
22,49,7388153,VA,250/500,500,507.59,0,23510,Male,Hospitality,2020-08-19,Animal,6907 Oak St,Norfolk,VA,18:18,3330.37,2016,Chevrolet,Silverado,4800,No
74,35,2368271,GA,250/500,1000,450.0,1000000,30303,Female,Retail,2021-11-22,Rear-end,5189 Maple St,Atlanta,GA,01:12,1527.64,2011,Jeep,Grand Cherokee,4800,Yes
23,41,8960278,TN,250/500,500,671.61,0,37203,Male,Education,2025-05-09,Vandalism,5847 Maple St,Nashville,TN,11:01,6441.41,2011,Jeep,Grand Cherokee,4800,No
97,47,9299448,NH,500/1000,500,512.21,0,03301,Female,Healthcare,2021-06-11,Rear-end,7352 Pine St,Concord,NH,06:50,1159.38,2013,Chevrolet,Silverado,4800,No
96,65,5867715,OH,500/1000,1000,669.69,1000000,43215,Male,Finance,2021-08-08,Intersection,6785 Maple St,Columbus,OH,14:30,1272.67,2014,Toyota,Camry,3300,Yes
12,19,9686705,NH,500/1000,500,1036.43,0,03101,Male,Education,2023-07-18,Single vehicle,8543 Elm St,Manchester,NH,14:20,1896.2,2015,Chevrolet,Silverado,4800,No
25,70,7803251,MI,500/1000,500,520.28,0,49503,Male,Finance,2023-02-17,Single vehicle,5888 Maple St,Grand Rapids,MI,20:28,1073.38,2015,Tesla,Model 3,3600,Yes
236,39,7635875,NC,250/500,500,559.63,2000000,27601,Female,Hospitality,2021-07-13,Animal,9341 Maple St,Raleigh,NC,12:10,25382.7,2012,Tesla,Model 3,3600,No
171,51,1759055,IL,500/1000,1000,484.36,0,60601,Male,Finance,2024-09-11,Rear-end,4366 Elm St,Chicago,IL,04:22,1080.44,2016,Hyundai,Elantra,2800,No
36,36,1380183,TN,250/500,500,1165.83,0,37902,Female,Healthcare,2020-06-03,Single vehicle,8202 Pine St,Knoxville,TN,15:46,2412.64,2023,Tesla,Model 3,3600,No
37,33,9390872,KY,500/1000,500,772.74,2000000,40507,Female,Manufacturing,2025-08-04,Rear-end,8293 Elm St,Lexington,KY,06:37,14030.92,2021,Jeep,Grand Cherokee,4800,No
68,46,2985407,MI,250/500,500,625.79,0,48201,Male,Education,2021-08-29,Intersection,7580 Pine St,Detroit,MI,23:50,2442.01,2011,Toyota,Camry,3300,No
6,33,9145234,WI,250/500,500,553.34,0,53202,Male,Manufacturing,2024-05-26,Theft,107 Elm St,Milwaukee,WI,06:29,4712.88,2007,Honda,Civic,2900,Yes
47,49,8401500,NH,250/500,500,450.0,2000000,03301,Male,Transportation,2022-08-19,Single vehicle,6340 Pine St,Concord,NH,03:15,2550.39,2012,Jeep,Grand Cherokee,4800,No
25,46,2616453,NC,250/500,1000,890.57,1000000,27601,Male,Finance,2025-09-01,Vandalism,3325 Oak St,Raleigh,NC,07:52,2020.97,2009,Tesla,Model 3,3600,Yes
29,39,9482206,SC,500/1000,1000,538.51,0,29401,Female,Finance,2024-10-15,Vandalism,1747 Pine St,Charleston,SC,19:35,1830.31,2013,Subaru,Outback,3600,No
19,71,6013342,VA,250/500,500,1278.39,0,23510,Female,Education,2023-08-31,Rear-end,5673 Oak St,Norfolk,VA,12:11,28220.66,2017,Subaru,Outback,3600,No
50,29,1648534,TN,250/500,500,1030.34,1000000,37902,Male,Transportation,2020-10-21,Rear-end,5230 Elm St,Knoxville,TN,22:06,4473.28,2015,Tesla,Model 3,3600,No
58,24,2637700,VT,250/500,1000,1123.04,1000000,05401,Male,Manufacturing,2022-01-10,Rear-end,9885 Oak St,Burlington,VT,04:30,6011.38,2019,Hyundai,Elantra,2800,No
90,27,9321564,IN,500/1000,500,486.58,2000000,46204,Male,Transportation,2020-12-08,Single vehicle,9529 Elm St,Indianapolis,IN,18:53,5304.78,2017,Honda,Civic,2900,Yes
15,47,8166853,OH,250/500,500,873.87,0,44114,Male,Manufacturing,2024-09-29,Theft,6581 Elm St,Cleveland,OH,09:07,10044.21,2018,Chevrolet,Silverado,4800,No
19,40,7320810,IL,500/1000,500,967.56,1000000,60505,Male,Technology,2025-01-07,Single vehicle,6366 Elm St,Aurora,IL,23:01,5737.25,2024,Subaru,Outback,3600,No
101,64,2256825,NC,500/1000,500,450.0,0,28202,Male,Education,2023-06-04,Vandalism,9664 Elm St,Charlotte,NC,05:18,2702.82,2019,Hyundai,Elantra,2800,Yes
2,50,1721682,IL,250/500,500,518.7,0,60601,Female,Healthcare,2024-02-29,Intersection,1253 Elm St,Chicago,IL,16:22,11794.86,2022,Chevrolet,Silverado,4800,No
6,24,2901940,TN,500/1000,500,1185.34,0,37203,Male,Manufacturing,2022-04-09,Animal,9262 Pine St,Nashville,TN,13:49,4202.54,2019,Hyundai,Elantra,2800,Yes
98,36,9038461,VT,250/500,1000,601.74,0,05602,Female,Finance,2025-04-23,Vandalism,1592 Elm St,Montpelier,VT,08:59,4586.42,2010,Hyundai,Elantra,2800,No
32,39,9590775,KY,250/500,500,768.03,0,40202,Male,Manufacturing,2025-05-09,Theft,6459 Elm St,Louisville,KY,21:08,6536.2,2015,Honda,Civic,2900,No
81,60,5640842,NC,250/500,500,662.25,0,27601,Male,Manufacturing,2021-03-10,Animal,5053 Elm St,Raleigh,NC,06:57,12546.54,2021,Ford,F-150,4600,Yes
81,45,5676989,GA,250/500,1000,798.1,2000000,31401,Female,Technology,2024-05-20,Single vehicle,4907 Elm St,Savannah,GA,03:16,5431.79,2013,Hyundai,Elantra,2800,Yes
39,64,7502428,OH,500/1000,500,818.43,0,44114,Female,Manufacturing,2025-11-10,Vandalism,3655 Elm St,Cleveland,OH,01:33,4032.02,2019,Hyundai,Elantra,2800,No
132,52,7636726,TN,250/500,500,450.0,2000000,37203,Female,Healthcare,2021-04-05,Vandalism,8229 Maple St,Nashville,TN,02:02,4961.56,2017,Honda,Civic,2900,No
27,55,1353009,IL,250/500,1000,697.56,1000000,60601,Male,Finance,2022-10-07,Single vehicle,3215 Elm St,Chicago,IL,18:41,1036.18,2016,Subaru,Outback,3600,Yes
28,28,8487438,IL,500/1000,1000,450.0,1000000,60505,Male,Education,2023-04-03,Single vehicle,5267 Pine St,Aurora,IL,08:49,10570.53,2017,Subaru,Outback,3600,No
230,61,2292745,KY,500/1000,500,786.84,1000000,40507,Male,Manufacturing,2023-07-15,Theft,732 Oak St,Lexington,KY,01:03,2355.78,2014,Jeep,Grand Cherokee,4800,No
13,60,4374043,TN,250/500,500,561.48,1000000,37203,Male,Retail,2020-10-21,Rear-end,1471 Oak St,Nashville,TN,05:06,3598.16,2020,Hyundai,Elantra,2800,No
106,37,3135535,IN,250/500,1000,677.8,0,46802,Female,Manufacturing,2024-02-18,Theft,8015 Maple St,Fort Wayne,IN,16:09,4439.21,2012,Ford,F-150,4600,No
9,48,2964689,KY,500/1000,500,806.49,0,40202,Female,Technology,2022-01-17,Single vehicle,6036 Maple St,Louisville,KY,23:36,10448.7,2018,Honda,Civic,2900,No
53,63,3965049,NC,500/1000,500,1067.77,0,27601,Female,Healthcare,2020-07-21,Intersection,5022 Pine St,Raleigh,NC,14:40,23945.52,2020,Chevrolet,Silverado,4800,No
82,53,8215221,OH,500/1000,500,500.58,1000000,44114,Male,Retail,2021-09-28,Rear-end,8451 Maple St,Cleveland,OH,00:28,2734.5,2010,Chevrolet,Silverado,4800,No
11,52,5795442,GA,250/500,1000,970.08,1000000,30303,Female,Finance,2021-12-29,Theft,1579 Maple St,Atlanta,GA,01:32,3585.1,2016,Subaru,Outback,3600,No
3,81,3953855,VA,250/500,1000,1440.33,0,23510,Male,Healthcare,2021-11-03,Vandalism,1202 Maple St,Norfolk,VA,08:14,5977.98,2020,Toyota,Camry,3300,No
43,59,7674603,NH,500/1000,500,670.26,0,03301,Female,Hospitality,2023-06-17,Single vehicle,4600 Elm St,Concord,NH,18:59,2528.72,2016,Ford,F-150,4600,No
93,48,9997022,WI,250/500,500,587.41,0,53703,Female,Technology,2022-06-10,Vandalism,4652 Maple St,Madison,WI,04:47,7210.19,2018,Honda,Civic,2900,No
31,38,9054612,SC,250/500,500,1169.81,1000000,29201,Female,Education,2020-04-27,Rear-end,7787 Maple St,Columbia,SC,21:17,8530.03,2015,Honda,Civic,2900,No
5,39,3053267,NH,500/1000,500,1225.78,0,03101,Female,Finance,2024-09-04,Theft,2760 Elm St,Manchester,NH,04:37,3564.12,2019,Tesla,Model 3,3600,Yes
23,50,8224727,NC,250/500,500,1018.65,0,28202,Female,Technology,2025-06-26,Vandalism,8704 Elm St,Charlotte,NC,21:02,1816.04,2019,Chevrolet,Silverado,4800,No
1,38,1162216,GA,250/500,1000,1027.07,1000000,30303,Male,Finance,2023-08-05,Single vehicle,6425 Elm St,Atlanta,GA,08:43,6307.32,2016,Toyota,Camry,3300,No
31,69,8663920,IL,500/1000,1000,837.24,0,60601,Female,Finance,2023-04-13,Vandalism,8929 Pine St,Chicago,IL,16:45,1458.45,2018,Ford,F-150,4600,No
19,66,1173156,VT,250/500,1000,450.0,0,05602,Male,Education,2023-08-22,Single vehicle,2398 Pine St,Montpelier,VT,14:24,3182.76,2013,Tesla,Model 3,3600,No
74,45,5634941,KY,500/1000,500,542.64,0,40507,Female,Finance,2021-11-02,Rear-end,4231 Pine St,Lexington,KY,18:49,6380.97,2021,Ford,F-150,4600,Yes
16,53,8899099,KY,250/500,500,816.62,0,40202,Male,Transportation,2023-03-24,Theft,8196 Elm St,Louisville,KY,10:21,11445.26,2018,Subaru,Outback,3600,Yes
13,42,3054576,VT,250/500,1000,573.92,2000000,05401,Female,Education,2024-10-15,Rear-end,8947 Oak St,Burlington,VT,06:02,2382.66,2015,Ford,F-150,4600,No
15,56,5585701,KY,250/500,1000,791.18,0,40507,Male,Hospitality,2022-12-20,Intersection,3810 Maple St,Lexington,KY,15:24,23489.91,2011,Ford,F-150,4600,No
1,19,7974897,NH,250/500,500,1347.12,0,03301,Female,Education,2020-07-30,Animal,6369 Oak St,Concord,NH,21:53,8697.78,2019,Toyota,Camry,3300,Yes
38,47,8633339,SC,500/1000,500,933.01,0,29201,Female,Retail,2023-11-05,Theft,4924 Oak St,Columbia,SC,09:46,7520.83,2012,Jeep,Grand Cherokee,4800,Yes
38,37,9952366,MI,250/500,500,922.04,0,49503,Female,Education,2025-09-11,Animal,1659 Oak St,Grand Rapids,MI,12:12,6717.79,2017,Honda,Civic,2900,Yes
8,53,5261849,SC,250/500,500,977.76,0,29401,Male,Manufacturing,2025-04-09,Theft,7004 Elm St,Charleston,SC,21:55,2160.53,2015,Hyundai,Elantra,2800,No
3,45,3209604,OH,250/500,500,562.41,0,44114,Male,Retail,2025-07-27,Single vehicle,6321 Maple St,Cleveland,OH,21:34,6730.54,2015,Hyundai,Elantra,2800,No
12,48,1819868,KY,250/500,500,652.73,0,40202,Male,Finance,2025-08-20,Vandalism,7391 Maple St,Louisville,KY,21:40,2559.09,2017,Ford,F-150,4600,No
11,50,9663481,NC,250/500,500,569.96,0,28202,Male,Transportation,2023-11-18,Intersection,811 Maple St,Charlotte,NC,15:24,6684.06,2016,Subaru,Outback,3600,No
19,38,4763392,AL,250/500,1000,1151.96,2000000,35203,Female,Technology,2022-07-19,Intersection,284 Maple St,Birmingham,AL,14:33,2219.7,2017,Hyundai,Elantra,2800,No
19,59,5642663,NC,250/500,500,450.0,0,28202,Male,Finance,2024-10-25,Rear-end,2517 Maple St,Charlotte,NC,08:26,1832.64,2015,Ford,F-150,4600,No
200,52,9939294,IN,250/500,500,450.0,2000000,46204,Male,Manufacturing,2023-12-14,Theft,6469 Maple St,Indianapolis,IN,01:58,11382.5,2014,Hyundai,Elantra,2800,No
22,38,7338730,IN,250/500,500,840.24,0,46802,Male,Manufacturing,2024-08-18,Rear-end,5827 Oak St,Fort Wayne,IN,18:32,14976.99,2016,Tesla,Model 3,3600,No
48,69,9817317,MI,500/1000,500,1033.09,0,49503,Female,Transportation,2021-01-25,Theft,2672 Maple St,Grand Rapids,MI,18:11,4204.61,2017,Subaru,Outback,3600,No
110,78,6750705,MI,250/500,500,727.79,0,48201,Male,Retail,2024-11-21,Animal,7333 Pine St,Detroit,MI,13:52,2060.91,2018,Subaru,Outback,3600,No
45,31,1657600,MI,250/500,500,519.25,0,49503,Male,Technology,2025-07-11,Intersection,5811 Pine St,Grand Rapids,MI,02:45,3584.24,2017,Tesla,Model 3,3600,Yes
14,58,8494428,GA,500/1000,1000,666.15,0,30303,Female,Education,2022-01-31,Vandalism,6722 Maple St,Atlanta,GA,03:14,3092.43,2022,Subaru,Outback,3600,No
50,37,8928247,NH,250/500,500,572.15,0,03301,Male,Manufacturing,2023-03-24,Intersection,2774 Pine St,Concord,NH,15:03,4498.56,2019,Tesla,Model 3,3600,No
13,44,2372973,MI,500/1000,500,827.35,0,49503,Male,Manufacturing,2020-06-10,Single vehicle,8851 Pine St,Grand Rapids,MI,10:25,828.09,2016,Toyota,Camry,3300,No
1,56,3527076,MI,250/500,1000,1121.67,0,49503,Female,Finance,2023-06-04,Single vehicle,203 Elm St,Grand Rapids,MI,03:23,4250.59,2018,Ford,F-150,4600,No
79,37,1026519,WI,250/500,1000,956.08,0,53703,Female,Technology,2020-01-20,Theft,2593 Elm St,Madison,WI,09:39,3615.56,2020,Chevrolet,Silverado,4800,No
55,56,9441974,OH,500/1000,500,450.0,0,44114,Female,Transportation,2024-07-22,Theft,4503 Maple St,Cleveland,OH,08:58,1838.75,2009,Toyota,Camry,3300,Yes
7,39,1828003,VA,250/500,1000,638.43,0,23510,Male,Education,2024-11-26,Intersection,8972 Elm St,Norfolk,VA,17:24,13261.22,2022,Ford,F-150,4600,Yes
175,66,7040655,AL,500/1000,1000,677.22,0,35203,Male,Transportation,2024-08-12,Intersection,5462 Oak St,Birmingham,AL,00:02,2986.64,2011,Toyota,Camry,3300,Yes
28,59,1396602,KY,250/500,500,612.32,0,40507,Female,Transportation,2023-09-26,Single vehicle,5058 Maple St,Lexington,KY,19:32,2678.96,2010,Toyota,Camry,3300,No
133,42,6276583,VT,250/500,500,1026.53,1000000,05602,Female,Transportation,2021-08-21,Single vehicle,7714 Oak St,Montpelier,VT,21:50,5328.08,2020,Chevrolet,Silverado,4800,No
100,40,5717481,KY,250/500,1000,450.0,0,40507,Female,Transportation,2022-10-18,Single vehicle,4298 Maple St,Lexington,KY,17:37,3485.36,2010,Hyundai,Elantra,2800,No
25,35,5822105,MI,250/500,1000,741.44,2000000,48201,Female,Healthcare,2022-05-08,Animal,6774 Elm St,Detroit,MI,14:14,916.95,2017,Hyundai,Elantra,2800,Yes
35,32,7847923,NH,250/500,500,682.65,2000000,03101,Male,Finance,2021-04-07,Theft,5966 Maple St,Manchester,NH,01:40,6670.39,2015,Ford,F-150,4600,No
43,17,8401916,SC,250/500,500,1222.24,1000000,29401,Male,Technology,2020-01-15,Rear-end,1049 Elm St,Charleston,SC,10:42,13035.8,2019,Subaru,Outback,3600,Yes
40,45,7574246,VA,250/500,500,459.58,1000000,23219,Male,Retail,2022-02-23,Single vehicle,1804 Elm St,Richmond,VA,04:22,5156.75,2014,Toyota,Camry,3300,Yes
21,67,5456817,VA,500/1000,1000,985.66,0,23510,Female,Hospitality,2025-11-19,Rear-end,3032 Maple St,Norfolk,VA,03:12,5450.06,2019,Jeep,Grand Cherokee,4800,No
34,17,1343010,VA,500/1000,500,1118.57,0,23510,Male,Healthcare,2020-08-17,Single vehicle,5485 Pine St,Norfolk,VA,08:38,6181.17,2015,Ford,F-150,4600,Yes
45,45,7997754,MI,500/1000,1000,655.25,0,48201,Female,Retail,2022-09-20,Single vehicle,8904 Elm St,Detroit,MI,21:11,783.64,2015,Ford,F-150,4600,Yes
19,69,9931231,AL,250/500,500,1148.09,0,35203,Male,Manufacturing,2025-02-14,Rear-end,9418 Oak St,Birmingham,AL,00:59,6168.46,2008,Honda,Civic,2900,No
95,39,5471825,AL,250/500,1000,1145.96,0,35203,Male,Manufacturing,2020-12-24,Rear-end,8982 Pine St,Birmingham,AL,09:05,1587.6,2020,Hyundai,Elantra,2800,No
1,73,3235390,IN,250/500,1000,1008.77,0,46802,Male,Finance,2022-04-08,Theft,752 Elm St,Fort Wayne,IN,05:54,4621.61,2010,Toyota,Camry,3300,No
89,23,3828796,OH,250/500,500,1018.75,0,44114,Male,Education,2025-05-23,Single vehicle,130 Oak St,Cleveland,OH,19:28,17681.76,2018,Ford,F-150,4600,Yes
7,53,8957415,IN,500/1000,1000,450.0,1000000,46802,Female,Manufacturing,2023-01-14,Vandalism,7615 Elm St,Fort Wayne,IN,04:02,11978.31,2005,Chevrolet,Silverado,4800,No
176,47,4988220,IN,250/500,500,450.0,1000000,46204,Female,Education,2025-09-25,Single vehicle,554 Elm St,Indianapolis,IN,20:26,2575.13,2009,Toyota,Camry,3300,No
23,60,1611041,NH,250/500,500,1453.32,0,03101,Male,Hospitality,2021-05-09,Vandalism,4578 Maple St,Manchester,NH,15:43,5764.05,2020,Hyundai,Elantra,2800,Yes
13,39,1000413,IL,250/500,500,806.5,0,60505,Male,Retail,2024-08-31,Intersection,3104 Pine St,Aurora,IL,07:05,4764.68,2017,Jeep,Grand Cherokee,4800,Yes
145,23,3387591,NC,500/1000,500,641.67,0,28202,Male,Hospitality,2020-09-02,Theft,5231 Pine St,Charlotte,NC,16:13,3442.79,2014,Hyundai,Elantra,2800,No
11,45,7121548,TN,250/500,500,942.29,2000000,37902,Female,Technology,2025-05-15,Rear-end,3987 Maple St,Knoxville,TN,03:41,8656.75,2019,Chevrolet,Silverado,4800,No
8,25,8352433,VA,500/1000,500,450.0,0,23219,Male,Technology,2020-06-30,Vandalism,776 Pine St,Richmond,VA,12:21,2252.02,2013,Subaru,Outback,3600,No
31,50,7478336,VT,250/500,1000,760.92,1000000,05602,Female,Hospitality,2020-01-16,Animal,141 Maple St,Montpelier,VT,00:46,10295.0,2018,Toyota,Camry,3300,Yes
27,25,7991578,ME,250/500,500,547.59,0,04401,Female,Transportation,2024-11-20,Theft,8591 Oak St,Bangor,ME,06:14,12203.64,2020,Toyota,Camry,3300,No
13,45,5590423,AL,250/500,500,883.43,1000000,35203,Male,Transportation,2025-03-06,Single vehicle,8479 Maple St,Birmingham,AL,13:06,3861.9,2013,Ford,F-150,4600,Yes
227,63,9836107,ME,250/500,500,672.3,1000000,04401,Female,Transportation,2025-01-09,Single vehicle,5498 Elm St,Bangor,ME,10:02,6222.72,2013,Toyota,Camry,3300,Yes
1,35,8229752,GA,250/500,1000,910.88,0,30303,Female,Transportation,2022-03-22,Rear-end,5427 Pine St,Atlanta,GA,20:16,1433.47,2012,Jeep,Grand Cherokee,4800,Yes
87,22,5818365,VA,500/1000,1000,578.31,0,23510,Male,Education,2025-11-21,Intersection,7155 Elm St,Norfolk,VA,03:10,6974.56,2022,Chevrolet,Silverado,4800,No
4,38,3056466,NH,250/500,1000,721.84,1000000,03301,Male,Retail,2024-09-02,Intersection,4738 Elm St,Concord,NH,17:01,2147.77,2012,Hyundai,Elantra,2800,No
21,37,2027761,OH,500/1000,1000,600.37,0,43215,Male,Education,2024-01-13,Rear-end,7686 Pine St,Columbus,OH,03:04,9385.16,2015,Toyota,Camry,3300,No
43,34,7737263,IL,250/500,1000,879.63,1000000,60505,Female,Hospitality,2025-10-27,Rear-end,3497 Elm St,Aurora,IL,11:27,2936.47,2018,Chevrolet,Silverado,4800,Yes
20,74,7271653,TN,250/500,500,1193.19,0,37902,Female,Hospitality,2022-06-29,Animal,8181 Pine St,Knoxville,TN,13:45,1011.87,2015,Jeep,Grand Cherokee,4800,No
28,47,1638259,NC,500/1000,1000,640.44,0,27601,Female,Hospitality,2024-05-29,Animal,8655 Maple St,Raleigh,NC,01:38,5190.43,2018,Ford,F-150,4600,No
45,62,7605959,MI,500/1000,1000,890.51,0,49503,Male,Hospitality,2022-01-21,Theft,1031 Pine St,Grand Rapids,MI,05:12,1242.28,2020,Ford,F-150,4600,No
1,66,7232713,MI,500/1000,1000,601.77,0,49503,Female,Manufacturing,2023-07-12,Intersection,7142 Maple St,Grand Rapids,MI,02:05,5918.26,2017,Toyota,Camry,3300,Yes
64,23,6869142,ME,250/500,1000,781.63,0,04101,Female,Education,2025-05-15,Single vehicle,9531 Oak St,Portland,ME,20:53,34959.87,2018,Tesla,Model 3,3600,No
109,59,2081321,TN,250/500,500,549.07,0,37902,Female,Transportation,2020-01-10,Single vehicle,4119 Maple St,Knoxville,TN,16:12,3364.94,2014,Honda,Civic,2900,No
20,35,4335799,OH,250/500,1000,660.5,1000000,43215,Female,Technology,2022-11-09,Single vehicle,8164 Oak St,Columbus,OH,10:20,447.6,2016,Tesla,Model 3,3600,Yes
51,54,6229485,WI,250/500,500,742.69,0,53202,Female,Retail,2024-08-01,Vandalism,4994 Maple St,Milwaukee,WI,08:01,12709.18,2017,Ford,F-150,4600,No
19,51,6442784,VA,500/1000,1000,893.18,0,23510,Male,Healthcare,2020-12-27,Intersection,3867 Pine St,Norfolk,VA,14:25,2061.14,2017,Toyota,Camry,3300,No
44,39,8500934,VA,500/1000,500,839.75,2000000,23510,Male,Healthcare,2020-10-09,Rear-end,5272 Elm St,Norfolk,VA,22:29,10302.57,2011,Tesla,Model 3,3600,No
38,38,5000945,MI,250/500,500,971.39,0,48201,Female,Finance,2022-02-09,Single vehicle,9974 Elm St,Detroit,MI,19:45,6089.41,2021,Honda,Civic,2900,No
3,50,7687847,NC,250/500,500,690.77,1000000,28202,Male,Manufacturing,2024-10-07,Intersection,3589 Maple St,Charlotte,NC,14:20,3363.42,2012,Chevrolet,Silverado,4800,No
106,81,2838483,VT,250/500,500,986.09,2000000,05602,Male,Retail,2024-07-08,Intersection,7716 Pine St,Montpelier,VT,00:02,12415.12,2012,Jeep,Grand Cherokee,4800,Yes
24,59,9811374,VT,250/500,500,889.1,0,05401,Female,Transportation,2023-10-21,Animal,7482 Pine St,Burlington,VT,09:54,1538.69,2017,Tesla,Model 3,3600,Yes
19,50,6240133,ME,500/1000,1000,515.59,0,04401,Female,Technology,2021-07-22,Theft,5869 Maple St,Bangor,ME,04:01,20023.58,2009,Honda,Civic,2900,No
50,17,9784218,VT,500/1000,500,812.33,0,05602,Male,Hospitality,2024-09-03,Intersection,4265 Maple St,Montpelier,VT,00:41,4058.86,2008,Subaru,Outback,3600,No
15,17,9039591,NC,500/1000,500,1073.68,0,28202,Male,Technology,2024-11-11,Intersection,6626 Maple St,Charlotte,NC,09:28,11523.19,2019,Chevrolet,Silverado,4800,No
46,46,2479644,NH,500/1000,500,450.0,2000000,03101,Male,Healthcare,2021-05-27,Theft,9789 Elm St,Manchester,NH,09:54,2750.86,2007,Hyundai,Elantra,2800,Yes
9,17,1856768,VT,250/500,500,1150.48,0,05401,Female,Retail,2020-12-15,Theft,4843 Oak St,Burlington,VT,18:02,6081.8,2020,Ford,F-150,4600,No
133,52,5464649,KY,250/500,500,1062.71,0,40507,Female,Hospitality,2025-05-21,Single vehicle,5739 Pine St,Lexington,KY,20:09,6715.32,2024,Jeep,Grand Cherokee,4800,No
141,55,2653659,NC,250/500,1000,533.89,0,27601,Female,Technology,2024-11-20,Rear-end,5852 Oak St,Raleigh,NC,10:11,12116.7,2020,Toyota,Camry,3300,Yes
23,36,8654426,GA,250/500,1000,914.89,2000000,30303,Female,Manufacturing,2025-10-24,Single vehicle,4993 Oak St,Atlanta,GA,17:31,1186.78,2013,Chevrolet,Silverado,4800,No
50,50,7321605,NC,250/500,500,588.19,0,27601,Female,Healthcare,2021-10-27,Vandalism,8882 Maple St,Raleigh,NC,10:16,877.55,2019,Ford,F-150,4600,No
68,25,1006286,WI,250/500,500,707.95,0,53703,Male,Education,2025-10-21,Vandalism,9642 Elm St,Madison,WI,05:57,3649.34,2015,Tesla,Model 3,3600,No
51,44,4097656,WI,250/500,1000,642.0,1000000,53703,Female,Retail,2023-02-11,Rear-end,3195 Maple St,Madison,WI,17:59,3568.86,2012,Tesla,Model 3,3600,No
234,25,4862916,ME,250/500,1000,681.77,0,04101,Female,Education,2024-03-20,Theft,9942 Maple St,Portland,ME,04:43,6088.66,2015,Subaru,Outback,3600,No
14,48,4413405,TN,250/500,500,901.15,0,37902,Male,Transportation,2022-02-22,Animal,7802 Pine St,Knoxville,TN,05:58,4256.51,2016,Subaru,Outback,3600,No
7,38,8296806,TN,250/500,500,1021.33,0,37203,Male,Finance,2022-09-03,Single vehicle,8136 Maple St,Nashville,TN,15:13,3445.59,2017,Chevrolet,Silverado,4800,Yes
13,26,3104529,SC,500/1000,500,450.0,0,29401,Male,Transportation,2025-12-23,Theft,1036 Pine St,Charleston,SC,01:48,3763.96,2011,Honda,Civic,2900,No
32,39,3510688,ME,250/500,500,463.83,0,04401,Female,Technology,2020-06-22,Theft,1762 Maple St,Bangor,ME,17:55,12418.92,2011,Toyota,Camry,3300,No
29,54,8125604,GA,500/1000,500,594.0,0,31401,Male,Finance,2020-03-26,Single vehicle,7306 Pine St,Savannah,GA,05:40,9136.85,2020,Jeep,Grand Cherokee,4800,Yes
146,46,6975178,VT,500/1000,500,806.8,0,05401,Male,Manufacturing,2025-05-21,Single vehicle,6350 Pine St,Burlington,VT,13:18,542.82,2014,Honda,Civic,2900,No
23,33,8930988,SC,500/1000,500,1180.37,1000000,29401,Male,Manufacturing,2024-08-25,Single vehicle,8411 Pine St,Charleston,SC,17:26,1972.04,2019,Toyota,Camry,3300,No
16,30,7027780,SC,250/500,500,733.66,0,29401,Male,Finance,2020-09-18,Single vehicle,7140 Maple St,Charleston,SC,22:29,1172.24,2010,Honda,Civic,2900,No
6,20,8039233,AL,250/500,500,1210.38,0,35801,Male,Education,2025-01-08,Rear-end,5710 Maple St,Huntsville,AL,23:33,25064.83,2018,Subaru,Outback,3600,No
50,39,2252058,WI,250/500,500,812.35,0,53202,Female,Healthcare,2024-03-11,Vandalism,9952 Oak St,Milwaukee,WI,17:51,2262.58,2019,Ford,F-150,4600,Yes
156,74,8076384,OH,500/1000,500,451.46,0,44114,Female,Hospitality,2020-08-31,Rear-end,3983 Maple St,Cleveland,OH,18:49,3479.2,2016,Subaru,Outback,3600,No
